,sms_message,label
2833,Its normally hot mail. Com you see!,0
3262,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,0
1476,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0
1527,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0
5241,Its a part of checking IQ,0
4125,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",0
2795,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",0
91,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,0
1920,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,0
3719,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,0
4914,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",1
4727,Jason says it's cool if we pick some up from his place in like an hour,0
1650,ITS A LAPTOP TAKE IT WITH YOU.,0
1148,Ok... Help me ask if she's working tmr a not?,0
1466,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1
3094,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0
5313,My sister going to earn more than me da.,0
769,I cant pick the phone right now. Pls send a message,0
4778,Sorry completely forgot * will pop em round this week if your still here?,0
2901,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,0
1879,I AM AT A PARTY WITH ALEX NICHOLS,0
5022,:-( sad puppy noise,0
1774,"I'm not coming over, do whatever you want",0
4265,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,0
1555,Yeah we do totes. When u wanna?,0
5004,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,1
5286,I'm still pretty weak today .. Bad day ?,0
3019,I didn't get the second half of that message,0
1952,Haha... Really oh no... How? Then will they deduct your lesson tmr?,0
2385,"Sorry, I'll call later",0
1748,I think u have the wrong number.,0
5398,Hi. Hope you had a good day. Have a better night.,0
3395,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,0
391,Huh so late... Fr dinner?,0
4943,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",0
1950,Wait 2 min..stand at bus stop,0
856,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,1
3914,Yeah whatever lol,0
3786,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,0
754,When did you get to the library,0
3901,Okie,0
1270,"Tee hee. Off to lecture, cheery bye bye.",0
2874,I dont understand your message.,0
3317,I know girls always safe and selfish know i got it pa. Thank you. good night.,0
2596,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,1
2454,How much she payed. Suganya.,0
5196,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",1
1511,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",0
1081,You tell what happen dont behave like this to me. Ok no need to say,0
418,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1
2233,Nothing just getting msgs by dis name wit different no's..,0
1087,I don't think he has spatula hands!,0
166,I place all ur points on e cultures module already.,0
5092,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0
5239,"Jay wants to work out first, how's 4 sound?",0
984,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0
5000,"Hmph. Go head, big baller.",0
935,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",1
1853,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",1
1507,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1
5117,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,0
5203,Me fine..absolutly fine,0
3849,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,0
1426,I'll be at mu in like  &lt;#&gt;  seconds,0
3390,O. Guess they both got screwd,0
4639,Captain vijaykanth is doing comedy in captain tv..he is drunken :),0
4636,How come i din c ü... Yup i cut my hair...,0
285,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0
4804,How do you plan to manage that,0
1128,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",0
184,"He will, you guys close?",0
1463,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
3412,Only once then after ill obey all yours.,0
3943,She's borderline but yeah whatever.,0
3444,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,0
622,Good words.... But words may leave u in dismay many times.,0
87,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0
4857,yes baby! I need to stretch open your pussy!,0
146,Whats the staff name who is taking class for us?,0
2451,K..give back my thanks.,0
1873,Oh ok i didnt know what you meant. Yep i am baby jontin,0
3007,Also hi wesley how've you been,0
1303,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",0
4292,Call me when u're done...,0
2012,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",0
2561,Are you still getting the goods.,0
439,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",0
3821,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",0
472,"How long has it been since you screamed, princess?",0
5470,I thought slide is enough.,0
5275,Oh yeah clearly it's my fault,0
665,Yes baby! We can study all the positions of the kama sutra ;),0
5011,"By the way, 'rencontre' is to meet again. Mountains dont....",0
203,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0
1671,Lmao!nice 1,0
5325,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0
1623,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1
5111,I've reached sch already...,0
397,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,0
1940,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,1
4338,on a Tuesday night r u 4 real,0
1926,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,0
5562,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,0
3911,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,0
2414,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,0
1389,Oh k.i think most of wi and nz players unsold.,0
86,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0
5016,I think the other two still need to get cash but we can def be ready by 9,0
2956,Id have to check but there's only like 1 bowls worth left,0
3253,Come to medical college at 7pm ......forward it da,0
3673," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",0
2583,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",1
3426,True. Its easier with her here.,0
3122,Small problem in auction:)punj now asking tiwary,0
3658,Studying. But i.ll be free next weekend.,0
1664,S but mostly not like that.,0
187,"Haha awesome, be there in a minute",0
1106,on hen night. Going with a swing,0
1600,"Yeah probably, I still gotta check out with leo",0
231,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0
977,Ok i shall talk to him,0
4534,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,1
3777,Ok lor. Msg me b4 u call.,0
1502,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1
114,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1
3393,What r u cooking me for dinner?,0
2068,Who's there say hi to our drugdealer,0
3382,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1
1815,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0
3699,S:)but he had some luck.2 catches put down:),0
3330,Sac will score big hundred.he is set batsman:-),0
4364,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",0
1408,Then we gotta do it after that,0
1007,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1
3670,Yeah imma come over cause jay wants to do some drugs,0
4238,Life style garments account no please.,0
5295,Alex says he's not ok with you not being ok with it,0
3550,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",0
3925,How? Izzit still raining?,0
624,"sorry, no, have got few things to do. may be in pub later.",0
1988,No calls..messages..missed calls,0
1606,When you came to hostel.,0
5507,I want to be inside you every night...,0
2832,Thanx 4 sending me home...,0
4562,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,0
3287,Not to worry. I'm sure you'll get it.,0
1567,I am late. I will be there at,0
4537,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0
2480,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1
4817,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,0
1632,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0
5139,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,0
4892,Its worse if if uses half way then stops. Its better for him to complete it.,0
216,Finally the match heading towards draw as your prediction.,0
1568,"whatever, im pretty pissed off.",0
1229,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,1
4491,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,0
591,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1
3557,Ok lor. I'm in town now lei.,0
1330,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0
455,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1
3501,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1
5169,Now i'm going for lunch.,0
1141,Oh:)as usual vijay film or its different?,0
5390,Nt joking seriously i told,0
303,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,0
535,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",0
1609,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0
5258,1 in cbe. 2 in chennai.,0
1840,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0
1239,"Dear relieved of westonzoyland, all going to plan this end too!",0
3815,Can. Dunno wat to get 4 her...,0
451,hanks lotsly!,0
5442,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0
1492,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1
5198,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0
565,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",0
5177,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",0
4908,Then anything special?,0
3315,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,0
1824,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,0
2239,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0
2355,R we going with the  &lt;#&gt;  bus?,0
2638,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,0
4755,Ok lor... Or u wan me go look 4 u?,0
4638,Oh ho. Is this the first time u use these type of words,0
3835,Watching tv lor. Nice one then i like lor.,0
5216,I am late. I will be there at,0
3544,I'm e person who's doing e sms survey...,0
370,"Cool, text me when you're ready",0
2568,I dont want to hear anything,0
5377,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,1
4928,Wanna do some art?! :D,0
2289,Dont you have message offer,0
2733,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,0
2056,"Sir, I am waiting for your mail.",0
4349,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,0
3760,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",0
601,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,0
4740,We have pizza if u want,0
4663,Ladies first and genus second k .,0
5243,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0
5142,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,0
4231,And several to you sir.,0
5516,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",0
5378,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",1
3789,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1
1965,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0
932,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0
3994,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",0
3226,I need... Coz i never go before ,0
133,First answer my question.,0
3257,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,0
4508,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,0
1764,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0
1318,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1
4462,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",0
276,Thanx...,0
989,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",0
5287,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0
2771,No problem. Talk to you later,0
4859,Ok...,0
1861,"It could work, we'll reach a consensus at the next meeting",0
2575,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1
934,What time you think you'll have it? Need to know when I should be near campus,0
5391,Watching ajith film ah?,0
1989,"Sorry, I'll call later",0
4736,Oh k:)after that placement there ah?,0
2642,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1
2766, and  picking them up from various points,0
741,Yes i will be there. Glad you made it.,0
3674,Moji just informed me that you saved our lives. Thanks.,0
3543,Ü come lt 25 n pass to me lar,0
301,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0
2325,Ok lor.,0
3355,R u sure they'll understand that! Wine * good idea just had a slurp!,0
2218,* Will have two more cartons off u and is very pleased with shelves,0
4815,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0
2621,How come?,0
2476,Mm i am on the way to railway,0
4170,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,0
3731,"I guess you could be as good an excuse as any, lol.",0
282,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",0
1404,cool. We will have fun practicing making babies!,0
1456,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1
5158,I will come with karnan car. Please wait till 6pm will directly goto doctor.,0
1867,Or ü go buy wif him then i meet ü later can?,0
4257,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,0
1565,Tmrw. Im finishing 9 doors,0
309,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1
2845,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,0
2660,Ok...,0
5513,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,0
1145,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0
2683,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0
3201,Just curious because my cuz asked what I was up to,0
3040,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0
5274,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0
706,"I don't think I can get away for a trek that long with family in town, sorry",0
3417,Uhhhhrmm isnt having tb test bad when youre sick,0
1985,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,1
4196,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",1
2571,From 5 to 2 only my work timing.,0
1625,500 free text msgs. Just text ok to 80488 and we'll credit your account,1
4438,How come u got nothing to do?,0
3984,Nationwide auto centre (or something like that) on Newport road. I liked them there,0
3160,Are you up for the challenge? I know i am :),0
5350,No one interested. May be some business plan.,0
1281,Oh ho. Is this the first time u use these type of words,0
3208,This phone has the weirdest auto correct.,0
3891,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",1
858,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,0
108,How would my ip address test that considering my computer isn't a minecraft server,0
3443,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1
3271,K actually can you guys meet me at the sunoco on howard? It should be right on the way,0
3678,Great! So what attracts you to the brothas?,0
1489,Tell them no need to investigate about me anywhere.,0
3716,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",0
2898,Ü collecting ur laptop then going to configure da settings izzit?,0
2594,Tmr timin still da same wat cos i got lesson until 6...,0
2635,"Sorry da thangam, very very sorry i am held up with prasad.",0
1690,Bring tat cd don forget,0
105,Umma my life and vava umma love you lot dear,0
796,it's really getting me down just hanging around.,0
1346,Que pases un buen tiempo or something like that,0
879,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1
586,Tell them u have a headache and just want to use 1 hour of sick time.,0
5247,Gud ni8 dear..slp well..take care..swt dreams..Muah..,0
3944,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0
1063,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,0
3213,We got a divorce. Lol. She.s here,0
2230,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,0
1642,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0
1578,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",0
3325,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,0
1822,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,0
3896,Yes. Last  practice,0
26,Lol your always so convincing.,0
5434,Jesus armand really is trying to tell everybody he can find,0
4530,"Hiya, probably coming home * weekend after next",0
999,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,0
2792,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,0
738,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1
5244,thanks for the temales it was wonderful. Thank. Have a great week.,0
3416,He remains a bro amongst bros,0
5405,So how many days since then?,0
1310,"Ok, be careful ! Don't text and drive !",0
4689,Hmmm.but you should give it on one day..,0
3912,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,0
831,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1
1198,He also knows about lunch menu only da. . I know,0
3808,Pls dont restrict her from eating anythin she likes for the next two days.,0
4004,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0
5486,Ofcourse I also upload some songs,0
2816,Some are lasting as much as 2 hours. You might get lucky.,0
3908,No that just means you have a fat head,0
2199,I'm in a movie. Call me 4 wat?,0
3138,You're right I have now that I think about it,0
898,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",0
5088,I wont do anything de.,0
3391,Please CALL 08712402972 immediately as there is an urgent message waiting for you,1
4113,"I'll see, but prolly yeah",0
1676,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",0
2489,Aiyah e rain like quite big leh. If drizzling i can at least run home.,0
1266,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0
4473,3. You have received your mobile content. Enjoy,1
4078,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,0
3027,I finished my lunch already. U wake up already?,0
3527,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",0
4953,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",1
5370,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,1
186,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0
51,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",0
5115,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1
1756,Really good:)dhanush rocks once again:),0
1930,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,1
2183,PS U no ur a grown up now right?,0
1345,Were somewhere on Fredericksburg,0
952,Shb b ok lor... Thanx...,0
3647,Carlos says we can pick up from him later so yeah we're set,0
2409,Dear where you will be when i reach there,0
1653,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",1
1601,K.then any other special?,0
265,Why you Dint come with us.,0
234,Yes:)here tv is always available in work place..,0
2421,Oic... Then better quickly go bathe n settle down...,0
4809,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0
3519,Are you willing to go for apps class.,0
4008,I'm reaching home in 5 min.,0
3923,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",0
2606,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,0
5373,"K I'll head out in a few mins, see you there",0
4403,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",0
317,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",0
1971,Nvm it's ok...,0
1602,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,0
4232,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,0
2311,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,1
3877,did u get that message,0
4043,What time do u get out?,0
1043,Easy ah?sen got selected means its good..,0
4648,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,0
3668,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",0
1573,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,1
3347,U're welcome... Caught u using broken english again...,0
1322,"I wake up long ago already... Dunno, what other thing?",0
4298,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,1
453,K:)k:)what are detail you want to transfer?acc no enough?,0
4900,"Haha, that was the first person I was gonna ask",0
