,comment,label
6685,"Doing this for a month too see the results! <br>x<br>Day 1: The moves were really hard, my stomach doesn’t have a burn like the comments say which concerns me a little. But while I was doing it, I felt like I just wasn’t gonna do it and wanted to give up. But I didn’t! We’ll See tomorrow. ❤️<br>Day 2: Today, the moves were kinda easier today. When I woke up in the morning, I felt a little different today. After I did the workout, my waist looked wider than usual. ( probs cause of the dinner I ate ). There wasn’t much changes, it’s only day 2! We’ll see tomorrow. 🧡 [ Update: It’s been a 10-20 minutes and my stomach is feeling a little OFF ]<br>Day 3: I had a massive headache and wasn’t feeling well today so I skipped. ☹️<br>Day 4: Honestly, i felt unmotivated today. But i still did it! My stomach and legs were burning a bit but I kept continuing! I start a diet tomorrow so i’m kinda excited for that.💛<br>Day 5: Right now, It’s 6:23 in the morning and I see the power working! <br>Day 6: <br>Day 7:<br>Day 8:<br>Day 9:<br>Day 10:<br>Day 11:<br>Day 12:<br>Day 13:<br>Day 14:<br>Day 15:<br>Day 16:<br>Day 17:<br>Day 18:<br>Day 19:<br>Day 20:<br>Day 21:<br>Day 22:<br>Day 23:<br>Day 24:<br>Day 25:<br>Day 26:<br>Day 27:<br>Day 28:<br>Day 29:<br>Day 30:<br>Day 31 ( Final Day ):",0
6273,Underrated comment,0
5555,Can i make the cake without adding the cream?.. because im gonna whip the cream with some milk as a topping,0
11294,Putin is just a sick old man as president Ceausescu !,0
9061,Came here from nostalgia and kfc,0
7858,&quot;Oh No Kevin&quot; omg thts got me Rollin,0
6469,Lmao,0
6525,😳That Oreo just became a Cake,0
1636,Stacy Griffin kartner,1
4734,"Sorry for writing you, just out of curiosity your page come up on my suggestion friend list so I was just wondering if I knew you from somewhere?",1
9536,"This aged like fine wine, 12yrs ago and yet it doesn&#39;t feel old",0
2120,@Ameen Altajer i invite you to refute my points.,1
623,Check out this video on YouTube:﻿,1
599,Come and check out my music!Im spamming on loads of videos but its just to try and get my music across to new people﻿,1
8702,He&#39;s not funny to me,0
9031,Because when the sunshine we shine together😰😛😋😛🥵😝,0
7806,Every minute of Kevin hart is the best,0
377,Guys lmfaois going to have a reunion on June/27/15 at expo Idaho gardens there going 2 performe live and there&#39;s going 2 be a press conference after to answer questions about were there been its all live on my channel I got publishing rights subscribe to my channel to watch the whole thing if u don&#39;t believe me look it up hope to see all u true fans there and yes it&#39;s free ﻿,1
9940,"France and Spain who are clearly less talented are in the <a href=""http://final.in/"">Final.In</a> my eyes this shows that sometimes good overall Team counts more then some Star Players.",0
799,Subscribe To Mê Please Guys,1
3128,second profit earn in just today we met,1
9366,@iamashlynn I&#39;m still confused like wtf are you trying to say lmao because it&#39;s just like you and I are talking about the whole damn different topic 😂,0
10628,"Putin: “due to yesterdays disagreements, our Chief Spy Sergei will not be joining us today… or ever again. Please begin” :D (Have to admit: a stolen comment from a Ryan)",0
2024,I'm also a proud beneficiary! I've built my portfolio massively and still building. Started with a YouTube referral just like this and a few thousands. I'm way up to the profits now...,1
4525,"*I started this two months ago but I didn’t really get far , I wouldn’t mind a couple of tips on how to resume back and make better returns*",1
7851,"Hi fan!!! Thanks for being a good fan of mine, your comments attracted me to you. And keep supporting while I bring more entertainment to your way ❤",0
3899,After I lose my job I thought my life has come to an end not knowing that god has a better plans for me as been a honest person since I have been dealing with him.,1
3450,"@Soboj 7116 
 Great! Personally I love proving people wrong. Friend investing in bitcoin for me has not been impressing, how much do you make of it? if you don't mind me asking.",1
1676,"After watching several YouTube tutorial videos about trading I am still making losses, please I seek for a better website",1
7974,I don&#39;t see me as cevin,0
10755,"It is strange that these two nations have lived in friendship for decades, never raising their arms, the fact Ukraine was under the foot of Russia, but also Russia under the foot of Ukraine, when thousands, hundreds of thousands of Ukrainians worked in Russia in the highest positions, and embargoes, restrictions and rewards so that these loving nations are ready to shoot each other ...",0
4785,"Boleh juga bos kontennya, langsung auto coba di *RAJAWIN* , eh ternyata gak beda jauh ama yang di video",1
7791,"<a href=""http://www.youtube.com/results?search_query=%23himan"">#himan</a>",0
8408,@Rose Quartz I’m not that far but I do have to drive to get a better view normally I’ll drive by when I go to NY,0
5072,#ERROR!,1
10897,"Your name is Russian, hence you are from Russia. 😅",0
10064,What an embarrassment for Spain and for europe as well. European basketball fans will be laughing at these losers for decades. An american player leading euro team to the finals. What a loser nation 😅,0
2842,☝☝$1000 in the right place can change your life,1
7582,I will do it for 2 weeks  <br>Day 1✅ it sooo hard my stomach hurtss<br>Day 2✅,0
9269,She’s soo sexy and talented lol. Glad to say i can appreciate this female✨,0
1490,"@Robert wow I can't believe you guys are talking about Expert Olivia , she is currently managing my account I just made my second withdrawal after trading with her, I can't wait another 7 days to cashout again,",1
1403,Hello Mrs Treasure the bitcoin trader is legit and her method works like magic I keep on earning every single week with her new strategy,1
4924,I got recommended to *sarah_hack* on Instagram and I never regretted knowing her as she got my non spendable BTC unlocked.....she's so reliable and trustworthy,1
5757,To make chocolate cake you just need chocolate and a cake,0
2386,I started trading his signals with less than 2 btc's and have earned over 280% in a couple of weeks. Trading for real is not so hard afterall,1
815,Maybe no one will probably read this. But just in case you do Can You Put A &quot;Thumbs Up &quot;So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don&#39;t can you listen and subscribe Thank you all God Bless.,1
9169,Like I saw on your beautiful 😍 face when I was in San Jose,0
6677,YOU GOT THIS!!!!,0
4236,"Yeah, My first investment with Mr Steven Logan. earned me profit of over $25,530 us dollars, and even since then he has been delivering",1
3101,Thanks so much realsourceinvestment🎡com I will keep saying your good work to the whole world 🌍,1
11075,He&#39;s such a show pony.,0
7908,It’s about TO GO DOWN<br><br><br><br>Lmao I cant,0
2835,How do I contact Expert sochina tyler? Am from London,1
3274,Her trading last week was boom,1
9537,This masterpiece is so beautiful and meaningful even after 12 years,0
6886,"I am doing this workout because I am obese and struggling with<br>severe depression, and I figured that losing weight would solve both issues or at least lessen them. <br><br>Day one out of ten- This workout was hard yet easy at the same time. The first two exercises were excruciating, but then it slowly got easier. I don’t know if I was doing it right. My shoulders ache and my legs feel a little numb, specifically in my calves. It doesn’t burn too much yet, but that’s what everyone’s saying. So far I think I did something.",0
2708,@Gregor Waller I am a newbie on the markets and I am seeking for the services of a broker.,1
713,Check out this video on YouTube:﻿,1
4529,"*The market keeps growing daily with new strategies on how we can make it work for us for long periods of time , I’m glad I finally started my invstment, can’t wait to see how this all turns out*",1
4877,"Thanks for sharing your comments make a note to my trusted trader , William Charle on Watsapp ap to help you make profit in bitcoin and stock + 1 5 1 7 6 8 4 9 4 8 0 he's strategies are top notch ????",1
3111,this platform has done alot for me.,1
11161,Ah yes Western propaganda 😂 where the full video,0
8056,HELP ME!!!!,0
7750,God keep this man safe.he is legend,0
2279,Your dedication and hardwork shows how legit and a professional you are honestly works along can't express how grateful I'm right now,1
8612,"Hilarious.<br>Just watched 33 minutes of the brilliant Bill Burr, then 33 minutes of the awesome David Chapelle, but as incredible as both of them are Kevin Hart&#39;s insanity had me crying.<br>Dynamite.",0
2623,"with the consistent weekly profits I'm getting investing with Mrs Rose Cherry there's no doubt, she is the most reliable in the market, such a genius.",1
1491,"I too have been investing with Mrs Olivia for almost 3 months and running, she understands every beginners intention and fixes you up with a trading plan that matches your capacity.",1
10625,Please don’t disregard or delete my post!,0
10165,"Spain always competes, be careful with those it has in the training categories, it has the best school of players in Europe, it did not go to this championship with a great team, but in four years it will dominate with different teams on the continent...",0
3946,"Communist interests really want to destroy small business by first locking down their brick and mortar, and then their online tracking capabilities, and basically make it impossible to market themselves online. The only people that can survive are the large corporations who still know how to track around the cookie regulations. Sad.",1
8717,Alright alright alright <b>ALRIIIIIIGHHHHTT</b>,0
8662,If this is the best of it only solidifies my opinion...the entire video got a single light chuckle a little before a 1/3 of the way in and I cannot recall the joke... I see in the recommended Chappell by chance does anyone know if there is a Chris rock compilation? I would ask for Preacher but already subbed there so not needed. I like Hart as a comedian as he possesses great timing and can play a crowd but the material itself (imo) tends to be lacking. That being said in all sense he is a great comedian as he bleh grade material tends to be incredibly well received just sadly doesn&#39;t break far from I am a black comedian other than his below average height.,0
7178,HEYY IM 15 TOO <br>JUST WANTED TO WISH U LUCK<br>U GOT THISSS,0
10788,Fake fake fake,0
8434,"His father must be proud of him shaming for the sake of some bunch of people laughs , well done kevin.",0
8456,i just watched kevin hart fuck a stool 0-0,0
4055,"👆👆👆 YOU NEED HELP FOR REACTIVATION FOR ANY LOST SOCIAL MEDIA PAGE OR LOST PASSWORD AND GETTING ACCESS INTO YOUR PARTINERS PHONE 📱 REMOTELY WITHOUT HIS OR HER CONCEPT, THE NAME ABOVE DOES IT PERFECTLY............",1
3949,We love ❤️ ❤️❤️ your service ☝️☝️,1
9547,It has been 15 yrs and still this song rocks,0
735,*for 90&#39;s rap fans*  check out my Big Pun - &#39;Beware&#39; cover!  Likes n comments very much appreciated!,1
8872,This became my neighbor&#39;s favorite song whether he wanted to be or not...,0
995,hey you ! check out the channel of Alvar Lake !!,1
8845,Who is listen in 2022 September,0
9514,The beat is to loud huh lol,0
6890,"I started from September first too and my birthday is on the 11th, hopefully I will have time to workout after so much eating then",0
1548,"Glad I never lose hope after I was introduced to JUNKYWARRIORS🫥COM site, my deposit has just tripled within 28hours thanks again for the referral Daniel",1
10023,Even the winners can have a bad day,0
11414,At the end of the day the spy chief still is petrified of not saying what putins wants him to,0
10986,"That man literally walked a fine line, if you are not in support of or go against the president of russia and you will end up getting shot in the back yard",0
2146,"i'm glad I got into crypto when I did because it’s been a turning point for me financially,been my best decision so far",1
1235,eww trying to be regulatory friendly,1
5652,Like most your stuff but... Eww oreo,0
8663,The Hell you saying,0
277,DOWNLOAD RAPID FACEBOOK FOR FREE NOW https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,1
7249,"I’m doing this at <a href=""https://www.youtube.com/watch?v=5cWxgnJgHHs&amp;t=20m00s"">20:00</a> for 2 weeks I did the Chloe thing it help however I didn’t feel like it was the routine I was looking for. <br><br>Could you please write positive comments you don’t have to but it would honestly help! :)<br> I stopped doing this because of school :(<br>Day1: I already had quite a flat stomach but I see that my stomach is slightly showing progress but it hurts 😭😭",0
7906,On class listening this lmao,0
1199,Harping lies to over up the already full of lies are nothing but junks full of lies !. BARKING AT the wrong tree right from day one !.,1
4224,"poor think about what they can buy with their money, rich people think about what they can invest in with their money.",1
6266,@grapejuice yes,0
5211,"W?H?A?T?S?A?P?P~~ME?
 + ?1 ?9? 3? 9? 4? 2? 2? 7? 0? 0? 7
 F?o?r <>m?o?r?e<> g?u?i?d?a?n?c?e*.",1
8175,"“You know how many times I packed a bag with a toy?!” Yooooo, I’m dead 😭",0
9032,I don&#39;t know where i was hidden. I came here to see the song after watching Tom Holland Lips sync battle video.,0
135,subscribe my chanel﻿,1
5744,This is absolutely worth it to try.. I&#39;m just starting my channel and I think I will try to do your recipe so I can share it to all my friends.  thank you for this super sweet dessert,0
7892,"Hi fan!!! Thanks for being a good fan of mine, your comments attracted me to you. And keep supporting while I bring more entertainment to your way",0
4160,"I really appreciate this 👆🏼👆🏼 and am sure with your knowledge you can save and enlighten people,and they will be glad to have you as a saviour.",1
1711,Growing an account require dedication and patience.,1
9505,This song now belongs to Tom Holland! 😁😁,0
3109,this platform has done alot for me.,1
5806,Nice cake,0
3511,REACH TELEGRAM @ BITHUBTECH THEY ARE ALWAYS THE BEST WITH SUCCESSFUL WITHDRAWAL ✅,1
9521,Be Honest...<br>How many of you lot here after Tom Holland&#39;s Lip Sync Battle...?,0
6536,I love the original sound ❤️,0
8159,That stool 9 months later 🤰,0
8292,You know it’s funny when you need to pause the video to catch your breath.,0
5941,What milk did she use?,0
8216,WW2 documentaries are funnier.,0
3676,"alexistechies on Instagram helped me recover mine last night, I think his good at this…",1
2527,Need to learn about crypto you can do it here if you want to learn and earn money.,1
5913,What a masterpiece wow😃😃,0
1365,"It doesn't matter if you are a current hodler or a newbie, you can capitalize on the fluctuation of bitcoin by trading with good strategy/signals.",1
3187,"☝️☝️☝️he fixed mine,he is legit✅",1
388,PLEASE DON&#39;T LIKE THIS COMMENT IF YOU ARE WATCHING IN 2015!!!!!!!!!!!﻿,1
10466,"Couldn’t keep the abnormal shooting % they had with Greece and they lost. Congrats to Spain, well deserved. Schroeder took a nice humble shower today..",0
447,Like this comment if you still jam out to this song after 4 years ﻿,1
8289,@Rachauna Dixon not really lol,0
983,"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) ",1
10728,Dictators have mental problems.,0
9512,She is so beautifull,0
7256,Day 1 it&#39;s was very hard but I got it over and done  with<br>Day 2 awesome burning it&#39;s a really good workout<br>Day 3<br>Day 4<br>Day 5<br>Day 6<br>Day 7<br>Day 8<br>Day 10<br>Keep me motivated!!!,0
11441,@Sammy Mexican,0
2251,👆👆,1
9668,This is illuminate do you guys see it or not,0
3275,13th wining thanks to Mrs Linda,1
4154,Without the help of 👆👆👆my life would have been complete mess.. with his help I could transfer my btc successfully,1
903,Please visit this Website: oldchat.tk,1
10322,"Like Mike Tobey With Slovenian team in this tournament, or With Randolph in 2019 when they won the gold medal... or like France With JOEL EMBID to have a chance for Win their olimpics in 2024. What s your problem, man?",0
2656,I'm currently achieving success investing in bitcoin because I read through a post on bitcoin & how to get started with the help of an expert Evelyn T hills,1
5852,bro i still don&#39;t get what he&#39;s doing with the cat. Is he like saying &quot;look here. You won&#39;t have it haha! all mine!&quot; or &quot;U want some? Nah? Alr&quot;,0
5129,"T.h.a.n.k.s f.o.r w.a.t.c.h.i.n.g
 F..o.r c.r.y.p.t.O g.u.I.d.a.n.c.e.
 +1...-8...-0...-3...-5...-6...-6...-0...-6...-9...-7.
 W?A?T?S?A?P?##*+",1
5346,"The pride you take in your work is truly inspiring, special thanks to all the team at *Doavercracks* ON !NSTA.",1
2032,"I have been able to arrange fund's to invest I will kick off anytime soon,I have $4723, Already......",1
4856,"Ok, so just to bring about some caution- Bill Gates said in 2011 that he wants to reduce the population to 250 million and the best way is to do it by vaccines. Now 10 years later, do you think Bill Gates has changed? If he’s endorsing this Covid vaccine, do you think he’s doing it because he wants to save lives? I don’t think so. Just cause someone is injecting you with mRNA doesn’t make it safe because it’s a piece of genes being injected into you. you don’t know if they’re injecting you with a piece of material that creates “spikes” or creates a mutation that can make you have cancer, be infertile, or cause an autoimmune disease. Sure, if it’s just another “virus” they’re injecting you with, and you have a strong immune system, your body can fight it off. It’s concerning to me that they’re injecting older folks in nursing homes first. They’ll be the first to die from this vaccine. They said they’re injecting the US military next and then the US healthcare workers third. Now they’re starting to inject the general population of Americans. Their goal is to get 100 million - or about 1/3 of Americans vaccinated. What’s also interesting is that they’re not even working on a vaccine for children any time soon. So I guess their goal is to kill off all the weak, old and feeble people that can’t fight off disease and leave the children alone? The World Health Organization leaders are very fond of China- which ironically fabricated this virus in their lab in Wuhan. Don’t believe me? When it opened, it said it was one of the labs with the most dangerous pathogens studied and worked on. Somehow SARS “escaped” from that lab several years ago. But hey, I guess we have to get ready for a one world government soon with a one world currency, and China will be over the US and the US will be Communist controlled very soon.",1
5527,“The reflection looks exactly like you” I know im black bro 💀,0
4452,"The market is very unstable and you can not tell If it's going bearish or bullish. I advise y'all to forget predictions and start making a good profit now because future valuations are all speculations and guesses. When these reports are bullish take some off to the side lines, when news gets bearish start buying. ""Keep it simple simple"" that bear/ correction was the best thing that happened me. <But all thanks to ALEX VALENTINE for his amazing skills for helping me to earn 19 Btc through trading chart. I believe we are in the spring phase.",1
10672,"Putin in my Art(upload daily) <a href=""https://www.youtube.com/playlist?list=PLqnzBD7bNVCl44I7co7xSLxVCJIi6TOAv"">https://www.youtube.com/playlist?list=PLqnzBD7bNVCl44I7co7xSLxVCJIi6TOAv</a>",0
424,Check out this playlist on YouTube:﻿,1
4358,I trusted in Mr movark and he didn't disappoint me he gave me access to my funds. I am really happy for his help,1
9815,You are amazing Rihanna have your phone number now,0
638,Check Out The New Hot Video By Dante B Called Riled Up,1
7406,doing this until i am satisfied!!!!!!<br>day 1: ✔️ HAHAHAH hurts bad.. my tummy muscles were gurgling <br>day 2: ✔️ why does it hurt more than yesterday<br>day 3:,0
11278,Soap opera at its finest.,0
7391,1- hecho,0
516,Subscribe I&#39;ll subscribe back﻿,1
6952,@Kira my bad girl lmaoo I meant to say “I’m on day one” 😭,0
2934,"Awesome post I must say. Crypto is tumbling, with little sign of stopping throughout the past few days and weeks, with bulls and bears both reaching a clear impasse, the aggregated cryptocurrency market has been following in Btcoin's lead and is struggling to garner any decisive momentum. One analyst is now noting that BTC has been holding above a key macro level throughout the past few months. he believes that the recent consolidation above this level bodes well for its near-term outlook and could indicate that significantly further upside is imminent in the weeks and months ahead. Tips like this are why it's advisable for investors and newbies to trade with the help of pro traders like Dr. Darragh Ryan , who is a signal provider. He is always one step ahead of other traders, He fully monitored all my trades to avoid me making mistakes and losing my money. My earnings have increased drastically from 0.30 BTC to 4.2 BTC in just 8 weeks using his signals and strategy. You can easily get hold of him for a profitable system on TELEGRAM 
 (@Darraghxy)",1
8504,The world is fucked,0
7874,Kevin female voice is so funny,0
8457,That stool needs therapy,0
3233,"I believe that now is the time to start building up your future , one thing people don’t understand is it’s never too late to start somewhere , usually I got for top ROIs and that was how Re-al-so-ur-ce-in-ve-st-me-nt was discovereed",1
3401,Investing in crypto currency now is the best thing to do especially with the current rise in the market,1
8371,Dude how do ppl find kevin hart funny i dont get it?????,0
2352,"*........................................................................................,.,...,.............................................Ï G̈öẗ s̈c̈äm̈m̈ëd̈ 3̈ ẗïm̈ës̈ äl̈r̈ëäd̈ÿ Ï ẅän̈ẗëd̈ g̈ïv̈ïn̈g̈ üp̈ ön̈ ẗḧïs̈ s̈öf̈ẗẅär̈ë ẗḧïn̈g̈s̈ b̈üẗ r̈ëäd̈ïn̈g̈
 ä l̈öẗ öf̈ p̈ëöp̈l̈ë ẗäl̈k̈ïn̈g̈ äb̈öüẗ ẗḧë n̈äm̈ë
 m̈ën̈ẗïön̈ëd̈ äb̈öv̈ë ẅäs̈ ä v̈ër̈ÿ g̈ööd̈
 c̈öm̈p̈l̈ëm̈ën̈ẗs̈ s̈ö Ï d̈ëc̈ïd̈ëd̈ ẗö g̈ïv̈ë ḧïm̈ ä ẗr̈ïäl̈ än̈d̈ ḧë d̈ïd̈n̈'̈ẗ f̈äïl̈ m̈ë Ï j̈üs̈ẗ r̈ëc̈ëïv̈ëd̈ m̈ÿ 4̈b̈ẗc̈ än̈d̈ m̈ÿ äc̈c̈öün̈ẗ ẅäs̈ s̈üc̈c̈ës̈s̈f̈ül̈l̈ÿ r̈ëc̈öv̈ër̈ëd̈ äs̈ ẅël̈l̈ ḧë'̈s̈ ä p̈r̈ö l̈ëg̈ïẗ ḧäc̈k̈ d̈m̈ ön̈ G̈m̈äïl̈ r̈ïc̈ḧär̈d̈ḧöüs̈ön̈@̈g̈m̈äïl̈.̈c̈öm̈.̈.̈.̈.̈✔️💯......................................................................................................................... .........*",1
3656,you can join a mining network and make profit. you don't need to worry about setting up mining machines and components because they will handle it for you. all you have to do is register a mining account with them and yo will be assigned with miners to earn profits for you. I'd recommend!!!,1
351,Check out this video on YouTube:﻿,1
5980,I try it,0
10390,Where do you come from ?,0
1964,She's really amazing with her skills. She changed my 0.5btc to 2.1btc,1
1294,"As an artist, what's to stop me from funging more tokens of identical images of my art?",1
8747,That joke is killing me 🤣🤣,0
1198,Yes...,1
7490,Is anyone having weird sound issues?,0
5461,*SKYCYBERHACK* i actually personally feel that appreciation would just be less because they are so an adorable as well as such an humble soul who actually not only understand people problem but also stand to help the site is the best.,1
6279,@ʟɪxᴇᴏꨄ oop well that happens to me too lmaoo,0
11513,"Repent to Jesus Christ <br>“Fear of man will prove to be a snare, but whoever trusts in the Lord is kept safe.”<br>‭‭Proverbs‬ ‭<a href=""https://www.youtube.com/watch?v=ucEs0nBuowE&amp;t=29m25s"">29:25</a>‬ ‭NIV‬‬",0
5922,"@Killua last update, they really liked how it tasted and it was nice so them enjoying 💯😍 i hope the same will go for you tomorrow, let us how it went plz 😊",0
1478,"Chance of getting scammed was 90% for me because I'm not versatile with Crypto. I lost my trust wallet He helped me a lot,Thanks for the recovery.i owe you forever.",1
10768,"&quot;Speak Plainly&quot; I watched a movie about Stalin, and he used to say that. The person being dressed down and everyone in the room knew the person would not be seeing daylight.",0
2990,Wow excellent work from this guy they are very popular and legit. He was recommended to me by my friend In South Africa 🇿🇦. And an still shock to see people talk about him here too. You are genius,1
5066,"???? ?????? ???? ?????????????????????????? ?????????????? ???????? ?????? ???????? ???? ??????????112 ?????? ??°????????°??? ???? ?????????????? ???? ???????????? ??????????????.
 And got me an active private key software",1
1287,Text 👆👆now,1
6891,Keep it up!,0
10257,"Bravo Espana, punishes the big ego Schroder!",0
3195,Best smile an personality award forget turo! Nawh jk great info appreciate your energy! Put down momma we all need guidance! Great work giving it back an no higher level of learning but teaching! Keep it up God bless!! EXPENDABLEMONEYSOLUTION🪐COM,1
6234,It is cooking +comedy channel😂😂,0
9809,I remember watching this when I was 10 and thinking that those CGI water effects when she’s in the white dress were so high tech and I’d never see anything better lol. God I can’t believe it’s been 15 years!,0
7231,"Doing it everyday until September 22 (I started it yesterday)<br>Height: 5’8 weight: 52kg <br>Day 1✅: I’m doing this workout and then another focused on technique. My abs hurt quite a lot after this but I run so nothing to bad .<br>Day 2✅: veryyyyyyy sore but I did it today and I’m defo less bloated than usual.<br>Day 3✅: my abs hurt quite a lot but because I can kind of see definition I’m starting to feel insecure about my rib cage and shoulders which my mate reassured me they look normal but I’m nit sure what to think lol. <br>Day 4 ✅: I’m seeing muscles that make my waist look so much smaller and it’s crazy. I usually run 1 time a week but I’m trying to run at least 3 times because I’ve got a competition coming up soon! <br>Day 5❌: couldn’t do it lol because I’m way too tired but I’ll just do double tomorrow <br>Day 6✅: I can still grab the fat on my upper abs but my lower abs are literally chizled but I didn’t make up for yesterday so I might just go on a run or somin. <br>Day 7✅: yah I did it even though I really didn’t want to but it’s defo worth it KEEP GOINGGGG, I also made up for day 5 done it 2x today <br>Day 8<br>Day 9<br>Day 10<br>Day 11<br>Day 12 <br>Day 13<br>Day 14<br>Day 15 <br>Day 16<br>Day 17<br>Day 18<br>Day 19 <br>Day 20 <br>Day 21<br>Day 22<br>Day 23 <br>Day 24<br>Day 25<br>(Btw my holiday is on the 22nd it’s not just a random date)<br>Results:",0
11018,There is something really sinister about this clip. How sad Russia actually is.,0
5709,"<a href=""https://www.youtube.com/watch?v=sdFCd4DgjDM&amp;t=3m04s"">3:04</a> omo I&#39;m right its Korean and its Blackpink, I think its not pretending he&#39;s blink",0
5431,"*Working with BRAINYTOOLZ1 on 1G is a great achievement as I got my bitcoin account and all I lost back*
 *It’s a great recovery*'",1
4144,✝️④④⑦⑧⑥⑧⑦④③②④⑥ ☎️📞,1
617,Check out this video on YouTube:﻿,1
9013,The best song already 12 years,0
6184,I didn&#39;t come for the cake I came for the reason of 3 ingredients,0
10727,Putin should come dressed like an emperor to these meetings with a crown etc.,0
9816,"70s Digital Radio Alarm Clock just hit, xmas gift, popular....90s Television Alarm Clocks, setting mine for 11:15 pm, up and out to local restaurant duties.",0
11117,Wolf which want to taste the blood need a bloody answer.,0
11403,Such a Bad Russian President.. Please Stop This War..,0
7989,he actually fucks the stool for 23 seconds,0
5209,"W?H?A?T?S?A?P?P~~ME?
 + ?1 ?9? 3? 9? 4? 2? 2? 7? 0? 0? 7
 F?o?r <>m?o?r?e<> g?u?i?d?a?n?c?e*.",1
3006,A͌l͌l͌ t͌h͌a͌n͌k͌s͌ t͌o͌ *M͌A͌C͌U͌S͌H͌A͌C͌K͌S͌ o͌n͌ ?͌!͌n͌s͌t͌a͌g͌r͌a͌m͌!͌?͌* H͌e͌ g͌o͌t͌ m͌e͌ a͌ v͌a͌l͌i͌d͌ P͌r͌i͌v͌a͌t͌e͌ k͌e͌y͌ h͌e͌ c͌a͌n͌ h͌e͌l͌p͌ y͌o͌u͌,1
2319,"Thanks for the update and keep doing what you do. My journey in the current market has taught me a lot of lessons, at the top of that list is that it never pays to live above one's means. I have managed to grow a nest egg of around $600k to a decent 7 figures in the space of a few months. Sad to say but a lot of us have poor money management skills. My 2 cents -get an advisor to keep you accountable and aid you make better decisions, Marnell English has been helping me a lot, all through my journey. I find it better to pay a little bit more for peace of mind than worry about money or market trends and still get burned.",1
578,Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,1
9295,It’s sad that music will never be like this Again..,0
3408,"⬆️⬆️⬆️
 No one does it better than this guy up he's the best I strongly recommend he's work...",1
11252,He knew he would be dead if he didn’t agree with Putin,0
5894,It would be great if you&#39;d STOP using the LORD&#39;s NAME in VAIN.,0
670,Check out this video on YouTube:﻿,1
9576,the amount of corruption this bitch has spread will haunt her forever.. i cant believe how she affected our teenage hood. music really is a drug.. the nostalgia hits the effect. darkest ages,0
257,Hey guys subscribe to my channel for no reason! Please!..﻿,1
1535,"People like Paulson are hard to come by these days. I was in his last conference in Poland, he is such a great teacher. I enjoy his account management services it saves me time and let me focus on my job.",1
8980,if u didn’t grow up on tiktok u had a good childhood,0
6811,I am going to do this everyday for two weeks like to remind me to come back:<br>Day 1: It did burn a little bit because i don&#39;t usually work out but im proud that i got through it 💕 ^^^<br>Day 2:<br>Day 3:<br>Day 4:<br>Day 5:<br>Day 6:<br>Day 7: <br>Day 8:<br>Day 9:<br>Day 10:<br>Day 11:<br>Day 12:<br>Day 13:<br>Day 14:<br>END RESULTS!:,0
7367,"@Googie boo ok, thanks!",0
9185,Oh look- the Marilyn Monroe “dress” ;),0
8338,He is the MAN!!!I love Keven Hart.,0
1506,Wow I just make my second withdraw again today trading with expert Mrs Sophia,1
1863,indeed good name is far better than riches and this is one good thing Paulson Dmitriev has secured for himself and its entire generation if am permitted to say.... I remember as at last year December i run a lot of loss during trading but ever since i came across Paulson PROFIT PROFIT PROFIT is all i can record ...,1
1525,"Hello, I'm new to Biticon trade and l've been making huge losses but recently i see a lot of
 people earning from it. Please can someone tell me what to do?",1
10347,Scariolo is the best coach in Europe.,0
5146,"T.h.a.n.k.s f.o.r w.a.t.c.h.i.n.g
 F..o.r c.r.y.p.t.O g.u.I.d.a.n.c.e.
 +1...-8...-0...-3...-5...-6...-6...-0...-6...-9...-7.
 W?A?T?S?A?P?##*",1
4109,"👆👆👆 for support, membership and investment advise 🤝🤝",1
9298,"@bbqdrumsticks yeah, it is ☺️",0
5132,"T.h.a.n.k.s f.o.r w.a.t.c.h.i.n.g
 F..o.r c.r.y.p.t.O g.u.I.d.a.n.c.e.
 +1...-8...-0...-3...-5...-6...-6...-0...-6...-9...-7.
 W?A?T?S?A?P?##*+",1
1069,"Bitcoin is still king, because it's just store of value",1
